chr,chr_num,start,end,strand,gene_name,order,gene_symbol,gene_class
chr2,2,152966108,153032506,-,ENSG00000115145,1_FANTOM,STAM2,protein_coding
chr2,2,152988069,152988359,+,ENSG00000234272,2_ensembl,RPL30P2,noncoding_pseudogene
chr2,2,153032047,153039697,+,CATG00000045070,1_FANTOM,CATG00000045070.1,noncoding_lncRNA_divergent
chr2,2,153140864,153140973,-,ENSG00000199884,1_FANTOM,Y_RNA,noncoding_short_ncRNA
chr2,2,153191659,153514774,+,ENSG00000157827,1_FANTOM,FMNL2,protein_coding
chr2,2,153193270,153193989,+,CATG00000045080,1_FANTOM,CATG00000045080.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,153219942,153228722,+,CATG00000045084,1_FANTOM,CATG00000045084.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,153220808,153221983,+,CATG00000045085,1_FANTOM,CATG00000045085.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,153246259,153247144,+,ENSG00000213197,1_FANTOM,AC012066.1,noncoding_pseudogene
chr2,2,153259707,153260527,+,CATG00000045089,1_FANTOM,CATG00000045089.1,noncoding_sense_overlap_RNA
chr2,2,153395711,153395941,-,ENSG00000270776,2_ensembl,RP11-17G11.1,noncoding_pseudogene
chr2,2,153491048,153575592,-,ENSG00000196504,1_FANTOM,PRPF40A,protein_coding
chr2,2,153573585,153627419,+,ENSG00000177917,1_FANTOM,ARL6IP6,protein_coding
chr2,2,153602550,153604515,+,CATG00000045099,1_FANTOM,CATG00000045099.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,153607731,153609576,+,CATG00000045103,1_FANTOM,CATG00000045103.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,153707167,153707338,-,ENSG00000234932,2_ensembl,AC009969.1,noncoding_pseudogene
chr2,2,153733334,153734281,+,ENSG00000226213,2_ensembl,UBQLN4P2,noncoding_pseudogene
chr2,2,154015452,154016197,+,ENSG00000214025,2_ensembl,ATP5F1P4,noncoding_pseudogene
chr2,2,154028501,154058240,-,ENSG00000224612,2_ensembl,AC011901.2,noncoding_lncRNA_lincRNA
chr2,2,154064600,154064677,-,ENSG00000226338,2_ensembl,AC079150.2,noncoding_pseudogene
chr2,2,154078637,154079457,-,CATG00000050406,1_FANTOM,CATG00000050406.1,noncoding_lncRNA_intergenic
chr2,2,154168170,154194388,+,CATG00000045115,1_FANTOM,CATG00000045115.1,noncoding_lncRNA_intergenic
chr2,2,154194219,154213936,+,ENSG00000227708,2_ensembl,AC079150.3,noncoding_lncRNA_lincRNA
chr2,2,154197530,154449801,-,ENSG00000227400,1_FANTOM,AC012501.2,noncoding_lncRNA_intergenic
chr2,2,154227126,154227578,+,ENSG00000214024,2_ensembl,AC012501.1,noncoding_pseudogene
chr2,2,154265393,155313277,+,ENSG00000144278,1_FANTOM,GALNT13,protein_coding
chr2,2,154277191,154278471,-,ENSG00000242575,2_ensembl,AC012501.3,noncoding_pseudogene
chr2,2,154303327,154303397,-,ENSG00000200377,2_ensembl,SNORD56,noncoding_snoRNA
chr2,2,154333852,154335276,-,ENSG00000177519,1_FANTOM,RPRM,protein_coding
chr2,2,154463397,154465001,+,CATG00000045123,1_FANTOM,CATG00000045123.1,noncoding_lncRNA_intergenic
chr2,2,154617963,154619037,-,ENSG00000236917,1_FANTOM,DNAJA1P2,noncoding_pseudogene
chr2,2,155002618,155002720,-,ENSG00000266512,2_ensembl,AC008166.1,noncoding_miRNA
chr2,2,155088231,155088342,+,ENSG00000212001,2_ensembl,AC009297.1,noncoding_miRNA
chr2,2,155143102,155143938,+,ENSG00000230251,2_ensembl,PHBP4,noncoding_pseudogene
chr2,2,155269387,155313950,-,ENSG00000224675,1_FANTOM,AC009227.2,noncoding_lncRNA_noncoding_antisense
chr2,2,155316369,155317332,+,ENSG00000238004,2_ensembl,AC009227.3,noncoding_lncRNA_lincRNA
chr2,2,155326682,155345410,-,CATG00000050418,1_FANTOM,CATG00000050418.1,noncoding_lncRNA_intergenic
chr2,2,155342923,155721330,+,ENSG00000162989,1_FANTOM,KCNJ3,protein_coding
chr2,2,155446919,155447040,+,ENSG00000223290,2_ensembl,RNA5SP107,noncoding_rRNA
chr2,2,155530971,155535247,-,CATG00000050420,1_FANTOM,CATG00000050420.1,noncoding_lncRNA_intergenic
chr2,2,155544702,155555947,-,ENSG00000235949,1_FANTOM,AC061961.2,noncoding_lncRNA_divergent
chr2,2,155581694,155581996,+,CATG00000045146,1_FANTOM,CATG00000045146.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,155623666,155624387,+,CATG00000045157,1_FANTOM,CATG00000045157.1,noncoding_sense_overlap_RNA
chr2,2,155654427,155658506,+,CATG00000045162,1_FANTOM,CATG00000045162.1,noncoding_sense_overlap_RNA
chr2,2,155678173,155678542,+,CATG00000045168,1_FANTOM,CATG00000045168.1,noncoding_sense_overlap_RNA
chr2,2,155679935,155680226,+,CATG00000045169,1_FANTOM,CATG00000045169.1,noncoding_sense_overlap_RNA
chr2,2,155769049,155810706,-,CATG00000050423,1_FANTOM,CATG00000050423.1,noncoding_lncRNA_intergenic
chr2,2,155769075,156079236,+,CATG00000045173,1_FANTOM,CATG00000045173.1,noncoding_lncRNA_intergenic
chr2,2,155797053,155797579,-,ENSG00000228837,2_ensembl,CBX3P6,noncoding_pseudogene
chr2,2,155822025,155824515,-,ENSG00000230991,2_ensembl,AC092625.1,noncoding_lncRNA_lincRNA
chr2,2,155945951,155946050,-,ENSG00000223197,2_ensembl,RNU6-1001P,noncoding_snRNA
chr2,2,156113124,156115177,+,CATG00000045181,1_FANTOM,CATG00000045181.1,noncoding_lncRNA_intergenic
chr2,2,156119970,156120236,-,ENSG00000232982,2_ensembl,AC092662.2,noncoding_pseudogene
chr2,2,156120675,156121335,-,ENSG00000229701,2_ensembl,MTND2P20,noncoding_pseudogene
chr2,2,156126166,156126399,+,ENSG00000227682,1_FANTOM,ATP5A1P2,noncoding_pseudogene
chr2,2,156167598,156170036,+,ENSG00000233709,1_FANTOM,MTND4P28,noncoding_pseudogene
chr2,2,156168209,156169939,+,ENSG00000233039,2_ensembl,MTND5P30,noncoding_pseudogene
chr2,2,156169952,156170470,-,ENSG00000233248,2_ensembl,MTND6P9,noncoding_pseudogene
chr2,2,156170578,156170880,+,ENSG00000229935,2_ensembl,AC092662.6,noncoding_pseudogene
chr2,2,156186933,156187039,+,ENSG00000206718,2_ensembl,RNU6-546P,noncoding_snRNA
chr2,2,156220085,156351890,+,CATG00000045186,1_FANTOM,CATG00000045186.1,noncoding_lncRNA_intergenic
chr2,2,156381987,156521086,+,CATG00000045193,1_FANTOM,CATG00000045193.1,noncoding_lncRNA_intergenic
chr2,2,156660622,156837869,-,CATG00000050447,1_FANTOM,CATG00000050447.1,noncoding_lncRNA_intergenic
chr2,2,156840283,157199015,-,ENSG00000153234,1_FANTOM,NR4A2,protein_coding
chr2,2,156868129,156881125,-,ENSG00000226383,2_ensembl,AC093375.1,noncoding_lncRNA_lincRNA
chr2,2,156889759,156890592,-,ENSG00000235548,2_ensembl,AC073551.1,noncoding_pseudogene
chr2,2,157186380,157186776,+,CATG00000045206,1_FANTOM,CATG00000045206.1,noncoding_lncRNA_divergent
chr2,2,157235693,157238436,+,CATG00000045209,1_FANTOM,CATG00000045209.1,noncoding_lncRNA_intergenic
chr2,2,157251610,157257403,+,CATG00000045212,1_FANTOM,CATG00000045212.1,noncoding_lncRNA_intergenic
chr2,2,157266656,157266758,-,ENSG00000238543,2_ensembl,snoU13,noncoding_snoRNA
chr2,2,157278707,157278811,+,ENSG00000238481,2_ensembl,snoU13,noncoding_snoRNA
chr2,2,157287792,157290118,+,CATG00000045215,1_FANTOM,CATG00000045215.1,noncoding_lncRNA_intergenic
chr2,2,157291802,157470247,+,ENSG00000115159,1_FANTOM,GPD2,protein_coding
chr2,2,157291902,157292529,-,CATG00000050461,1_FANTOM,CATG00000050461.1,noncoding_lncRNA_divergent
chr2,2,157339881,157342406,+,CATG00000045219,1_FANTOM,CATG00000045219.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,157352597,157352655,-,ENSG00000268857,2_ensembl,AC011308.1,protein_coding
chr2,2,157634218,157634884,-,ENSG00000238069,2_ensembl,RPLP0P7,noncoding_pseudogene
chr2,2,157644293,157919348,+,CATG00000045225,1_FANTOM,CATG00000045225.1,noncoding_lncRNA_intergenic
chr2,2,157824960,158155669,-,ENSG00000222404,1_FANTOM,RN7SKP281,noncoding_lncRNA_noncoding_antisense
chr2,2,157871684,157871769,-,ENSG00000263848,2_ensembl,AC108057.1,noncoding_miRNA
chr2,2,158029443,158030376,-,CATG00000050469,1_FANTOM,CATG00000050469.1,noncoding_lncRNA_intergenic
chr2,2,158038546,158039496,-,CATG00000050470,1_FANTOM,CATG00000050470.1,noncoding_lncRNA_intergenic
chr2,2,158066954,158068006,-,ENSG00000213194,1_FANTOM,AC016732.2,noncoding_pseudogene
chr2,2,158114078,158175358,+,ENSG00000136542,1_FANTOM,GALNT5,protein_coding
chr2,2,158135693,158262738,-,ENSG00000230562,1_FANTOM,FAM133DP,noncoding_pseudogene
chr2,2,158173810,158199597,-,ENSG00000136541,1_FANTOM,ERMN,protein_coding
chr2,2,158177152,158179259,+,CATG00000045238,1_FANTOM,CATG00000045238.1,noncoding_lncRNA_noncoding_antisense
chr2,2,158260094,158345473,-,ENSG00000115165,1_FANTOM,CYTIP,protein_coding
chr2,2,158277233,158277445,-,CATG00000050475,1_FANTOM,CATG00000050475.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,158297731,158298151,+,ENSG00000216054,1_FANTOM,AC019201.1,noncoding_small_RNA
chr2,2,158323429,158326078,-,CATG00000050477,1_FANTOM,CATG00000050477.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,158327055,158340840,+,CATG00000045246,1_FANTOM,CATG00000045246.1,noncoding_lncRNA_noncoding_antisense
chr2,2,158383208,158485376,-,ENSG00000123612,1_FANTOM,ACVR1C,protein_coding
chr2,2,158536423,158990915,-,ENSG00000115170,1_FANTOM,ACVR1,protein_coding
chr2,2,158582220,158592517,-,ENSG00000234584,2_ensembl,AC019186.1,noncoding_lncRNA_lincRNA
chr2,2,158711782,158711858,-,ENSG00000215934,2_ensembl,AC013731.1,noncoding_miRNA
chr2,2,158731902,158736482,+,ENSG00000270557,1_FANTOM,RP11-546J1.1,noncoding_lncRNA_divergent
chr2,2,158732944,158992666,+,ENSG00000007001,1_FANTOM,UPP2,protein_coding
chr2,2,158756374,158758430,+,CATG00000045252,1_FANTOM,CATG00000045252.1,noncoding_sense_overlap_RNA
chr2,2,158769284,158769397,+,ENSG00000251980,2_ensembl,RNU6-436P,noncoding_snRNA
chr2,2,158774224,158774883,+,ENSG00000271320,2_ensembl,RP11-1152H14.1,noncoding_lncRNA_lincRNA
chr2,2,158817922,158819404,-,ENSG00000228937,1_FANTOM,AC005539.2,noncoding_pseudogene
chr2,2,158842301,158842406,-,ENSG00000212410,2_ensembl,RNU6-932P,noncoding_snRNA
chr2,2,158922377,158922571,+,ENSG00000231158,1_FANTOM,PTP4A1P1,noncoding_pseudogene
chr2,2,158970014,158970325,-,CATG00000050488,1_FANTOM,CATG00000050488.1,noncoding_lncRNA_noncoding_antisense
chr2,2,158984469,158990500,+,ENSG00000237327,2_ensembl,UPP2-IT1,noncoding_sense_intronic
chr2,2,159023162,159092681,+,ENSG00000227480,2_ensembl,CCDC148-AS1,noncoding_antisense
chr2,2,159025953,159313250,-,ENSG00000153237,1_FANTOM,CCDC148,protein_coding
chr2,2,159276467,159281815,+,ENSG00000234890,2_ensembl,HNRNPDLP2,noncoding_pseudogene
chr2,2,159303676,159303973,-,ENSG00000243723,2_ensembl,RN7SL393P,noncoding_misc_RNA
chr2,2,159313412,159540368,+,ENSG00000144283,1_FANTOM,PKP4,protein_coding
chr2,2,159331633,159333841,+,CATG00000045258,1_FANTOM,CATG00000045258.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,159389736,159390796,+,ENSG00000251721,1_FANTOM,snoZ5,noncoding_small_RNA
chr2,2,159404937,159405736,+,ENSG00000227331,2_ensembl,AC005042.2,noncoding_pseudogene
chr2,2,159514849,159591489,-,ENSG00000204380,1_FANTOM,AC005042.4,noncoding_lncRNA_intergenic
chr2,2,159542444,159610287,+,ENSG00000228586,1_FANTOM,AC005042.5,noncoding_lncRNA_intergenic
chr2,2,159559799,159559972,+,ENSG00000231675,2_ensembl,AC005042.3,noncoding_pseudogene
chr2,2,159581020,159584748,+,CATG00000045264,1_FANTOM,CATG00000045264.1,noncoding_sense_overlap_RNA
chr2,2,159651829,159719786,+,ENSG00000163331,1_FANTOM,DAPL1,protein_coding
chr2,2,159710267,159711088,+,ENSG00000243792,2_ensembl,OR7E89P,noncoding_pseudogene
chr2,2,159718823,159719797,+,ENSG00000251491,2_ensembl,OR7E28P,noncoding_pseudogene
chr2,2,159724045,159724731,+,CATG00000045266,1_FANTOM,CATG00000045266.1,protein_coding
chr2,2,159731154,159732182,+,ENSG00000188668,2_ensembl,OR7E90P,noncoding_pseudogene
chr2,2,159749838,159750580,+,CATG00000045268,1_FANTOM,CATG00000045268.1,noncoding_lncRNA_intergenic
chr2,2,159792310,159792497,-,ENSG00000222300,2_ensembl,RNU2-21P,noncoding_snRNA
chr2,2,159825153,160091773,+,ENSG00000115183,1_FANTOM,TANC1,protein_coding
chr2,2,159831443,159833476,+,CATG00000045270,1_FANTOM,CATG00000045270.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,159860302,159861065,+,ENSG00000213189,1_FANTOM,BTF3L4P2,noncoding_pseudogene
chr2,2,159883548,159883654,-,ENSG00000202029,2_ensembl,RNU6-580P,noncoding_snRNA
chr2,2,159912606,159913339,-,ENSG00000226878,1_FANTOM,GSTM3P2,noncoding_pseudogene
chr2,2,160092304,160143212,-,ENSG00000196151,1_FANTOM,WDSUB1,protein_coding
chr2,2,160168511,160568882,-,ENSG00000123636,1_FANTOM,BAZ2B,protein_coding
chr2,2,160242878,160261147,+,ENSG00000223642,2_ensembl,AC008277.1,noncoding_antisense
chr2,2,160300628,160301424,+,ENSG00000270893,2_ensembl,RP11-311B14.1,noncoding_pseudogene
chr2,2,160318928,160319782,-,ENSG00000225369,1_FANTOM,AC009506.2,noncoding_pseudogene
chr2,2,160392755,160392857,-,ENSG00000207117,2_ensembl,Y_RNA,noncoding_misc_RNA
chr2,2,160392775,160568945,-,ENSG00000226266,1_FANTOM,AC009961.3,noncoding_lncRNA_divergent
chr2,2,160407149,160407976,-,CATG00000050499,1_FANTOM,CATG00000050499.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,160456135,160460268,-,CATG00000050501,1_FANTOM,CATG00000050501.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,160471817,160475539,+,ENSG00000224152,1_FANTOM,AC009506.1,noncoding_lncRNA_divergent
chr2,2,160545494,160546854,-,ENSG00000230783,1_FANTOM,AC009961.2,noncoding_pseudogene
chr2,2,160568772,160650773,+,ENSG00000136536,1_FANTOM,39142,protein_coding
chr2,2,160604218,160654753,-,ENSG00000241399,1_FANTOM,CD302,protein_coding
chr2,2,160623795,160783278,-,ENSG00000248672,1_FANTOM,LY75-CD302,protein_coding
chr2,2,160628362,160761472,-,ENSG00000054219,1_FANTOM,LY75,protein_coding
chr2,2,160654226,160656057,+,CATG00000045276,1_FANTOM,CATG00000045276.1,noncoding_lncRNA_divergent
chr2,2,160668745,160670520,-,ENSG00000227055,2_ensembl,AC009961.5,noncoding_pseudogene
chr2,2,160760379,160766716,+,CATG00000045277,1_FANTOM,CATG00000045277.1,noncoding_lncRNA_divergent
chr2,2,160787980,160919126,-,ENSG00000153246,1_FANTOM,PLA2R1,protein_coding
chr2,2,160790412,160794539,+,CATG00000045278,1_FANTOM,CATG00000045278.1,noncoding_lncRNA_intergenic
chr2,2,160891876,160918537,+,CATG00000045279,1_FANTOM,CATG00000045279.1,noncoding_lncRNA_noncoding_antisense
chr2,2,160919274,160919536,+,CATG00000045281,1_FANTOM,CATG00000045281.1,noncoding_lncRNA_divergent
chr2,2,160951993,161128411,-,ENSG00000115221,1_FANTOM,ITGB6,protein_coding
chr2,2,161062174,161103444,+,CATG00000045284,1_FANTOM,CATG00000045284.1,noncoding_lncRNA_divergent
chr2,2,161075975,161077089,-,CATG00000050510,1_FANTOM,CATG00000050510.1,noncoding_sense_overlap_RNA
chr2,2,161127115,161128405,+,CATG00000045287,1_FANTOM,CATG00000045287.1,noncoding_lncRNA_divergent
chr2,2,161128423,161505037,-,ENSG00000153250,1_FANTOM,RBMS1,protein_coding
chr2,2,161137840,161137921,+,CATG00000045289,1_FANTOM,CATG00000045289.1,noncoding_short_ncRNA
chr2,2,161223815,161223892,+,CATG00000045291,1_FANTOM,CATG00000045291.1,noncoding_short_ncRNA
chr2,2,161253340,161253479,-,ENSG00000252465,2_ensembl,RMRPP3,noncoding_misc_RNA
chr2,2,161264321,161264414,-,ENSG00000263948,1_FANTOM,MIR4785,noncoding_small_RNA
chr2,2,161350110,161351489,+,CATG00000045293,1_FANTOM,CATG00000045293.1,noncoding_lncRNA_divergent
chr2,2,161734058,161734359,+,ENSG00000244372,2_ensembl,RN7SL423P,noncoding_misc_RNA
chr2,2,161777343,161851058,-,CATG00000050522,1_FANTOM,CATG00000050522.1,noncoding_lncRNA_intergenic
chr2,2,161905117,161907057,-,ENSG00000232337,2_ensembl,AC009313.2,noncoding_pseudogene
chr2,2,161932975,161934411,-,CATG00000050525,1_FANTOM,CATG00000050525.1,noncoding_lncRNA_intergenic
chr2,2,161952742,162016706,-,ENSG00000224467,1_FANTOM,AC009313.1,noncoding_lncRNA_divergent
chr2,2,161979903,161980325,-,CATG00000050526,1_FANTOM,CATG00000050526.1,noncoding_sense_overlap_RNA
chr2,2,161992012,162092732,+,ENSG00000136560,1_FANTOM,TANK,protein_coding
chr2,2,161994885,161995299,+,CATG00000045305,1_FANTOM,CATG00000045305.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,161996822,162005631,+,CATG00000045306,1_FANTOM,CATG00000045306.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,162079296,162111140,-,ENSG00000235724,1_FANTOM,AC009299.2,noncoding_lncRNA_divergent
chr2,2,162091853,162092681,-,CATG00000050529,1_FANTOM,CATG00000050529.1,noncoding_sense_overlap_RNA
chr2,2,162101055,162107551,+,ENSG00000227403,1_FANTOM,AC009299.3,noncoding_lncRNA_intergenic
chr2,2,162112733,162364222,-,ENSG00000226121,1_FANTOM,AHCTF1P1,noncoding_pseudogene
chr2,2,162135361,162164732,+,ENSG00000225813,1_FANTOM,AC009299.4,noncoding_pseudogene
chr2,2,162157912,162164893,-,CATG00000050532,1_FANTOM,CATG00000050532.1,noncoding_lncRNA_divergent
chr2,2,162164986,162268390,+,ENSG00000115233,1_FANTOM,PSMD14,protein_coding
chr2,2,162197325,162197867,-,ENSG00000232320,1_FANTOM,AC009299.5,noncoding_pseudogene
chr2,2,162206728,162206871,-,ENSG00000221590,2_ensembl,AC009299.1,noncoding_miRNA
chr2,2,162265412,162266820,+,ENSG00000271924,1_FANTOM,5S_rRNA,structural_RNA
chr2,2,162272727,162289237,+,ENSG00000136535,1_FANTOM,TBR1,protein_coding
chr2,2,162279170,162280100,-,ENSG00000224076,1_FANTOM,AC009487.4,noncoding_lncRNA_divergent
chr2,2,162280453,162285285,+,ENSG00000251621,1_FANTOM,AC009487.5,noncoding_sense_overlap_RNA
chr2,2,162280772,162843201,+,ENSG00000144290,1_FANTOM,SLC4A10,protein_coding
chr2,2,162378324,162378760,+,CATG00000045317,1_FANTOM,CATG00000045317.1,noncoding_sense_overlap_RNA
chr2,2,162415054,162415156,+,ENSG00000238570,2_ensembl,snoU13,noncoding_snoRNA
chr2,2,162425012,162426695,-,ENSG00000226946,2_ensembl,AC062022.1,noncoding_pseudogene
chr2,2,162436582,162437860,+,ENSG00000235716,2_ensembl,KRT18P46,noncoding_pseudogene
chr2,2,162775292,162775376,+,ENSG00000253046,2_ensembl,AC092841.1,noncoding_miRNA
chr2,2,162787709,162787976,-,ENSG00000234732,2_ensembl,RPEP5,noncoding_pseudogene
chr2,2,162821467,162836112,-,CATG00000050536,1_FANTOM,CATG00000050536.1,noncoding_lncRNA_noncoding_antisense
chr2,2,162845800,162931088,-,ENSG00000197635,1_FANTOM,DPP4,protein_coding
chr2,2,162929166,162935688,+,ENSG00000230918,1_FANTOM,AC008063.2,noncoding_lncRNA_divergent
chr2,2,162933867,162934217,-,ENSG00000231445,1_FANTOM,TIMM8AP1,noncoding_pseudogene
chr2,2,162943716,162946582,+,ENSG00000224674,1_FANTOM,EIF3EP2,noncoding_pseudogene
chr2,2,162949917,162951364,+,ENSG00000233397,1_FANTOM,AC008063.3,noncoding_lncRNA_intergenic
chr2,2,162959085,162962638,-,CATG00000050538,1_FANTOM,CATG00000050538.1,noncoding_lncRNA_intergenic
chr2,2,162970988,163029426,+,ENSG00000236841,1_FANTOM,AC007750.5,noncoding_lncRNA_intergenic
chr2,2,162999392,163008757,-,ENSG00000115263,1_FANTOM,GCG,protein_coding
chr2,2,163027194,163101663,-,ENSG00000078098,1_FANTOM,FAP,protein_coding
chr2,2,163101446,163101559,+,CATG00000045321,1_FANTOM,CATG00000045321.1,noncoding_short_ncRNA
chr2,2,163102630,163116267,+,CATG00000045322,1_FANTOM,CATG00000045322.1,noncoding_lncRNA_divergent
chr2,2,163105162,163177537,-,ENSG00000115267,1_FANTOM,IFIH1,protein_coding
chr2,2,163116727,163117081,+,CATG00000045323,1_FANTOM,CATG00000045323.1,noncoding_lncRNA_intergenic
chr2,2,163174404,163251451,+,ENSG00000115271,1_FANTOM,GCA,protein_coding
chr2,2,163217861,163696214,-,ENSG00000184611,1_FANTOM,KCNH7,protein_coding
chr2,2,163346844,163354942,+,CATG00000045328,1_FANTOM,CATG00000045328.1,noncoding_lncRNA_noncoding_antisense
chr2,2,163353446,163353561,+,ENSG00000212312,2_ensembl,RNA5SP109,noncoding_rRNA
chr2,2,163625452,163659306,+,ENSG00000237750,1_FANTOM,AC007740.1,noncoding_lncRNA_noncoding_antisense
chr2,2,163694859,163740830,+,CATG00000045330,1_FANTOM,CATG00000045330.1,noncoding_lncRNA_divergent
chr2,2,163923287,163949966,+,CATG00000045331,1_FANTOM,CATG00000045331.1,noncoding_lncRNA_intergenic
chr2,2,163978159,163982095,+,CATG00000045332,1_FANTOM,CATG00000045332.1,noncoding_lncRNA_intergenic
chr2,2,164008761,164009838,-,ENSG00000230282,1_FANTOM,AC104697.1,noncoding_pseudogene
chr2,2,164098670,164198052,-,CATG00000050571,1_FANTOM,CATG00000050571.1,noncoding_lncRNA_intergenic
chr2,2,164145505,164145606,+,ENSG00000200902,2_ensembl,RNU6-627P,noncoding_snRNA
chr2,2,164204962,164206102,+,CATG00000045337,1_FANTOM,CATG00000045337.1,noncoding_lncRNA_intergenic
chr2,2,164445803,164593756,-,ENSG00000182263,1_FANTOM,FIGN,protein_coding
chr2,2,164510860,164514421,-,CATG00000050585,1_FANTOM,CATG00000050585.1,noncoding_sense_overlap_RNA
chr2,2,164606083,165208743,-,ENSG00000237844,1_FANTOM,AC092684.1,noncoding_lncRNA_intergenic
chr2,2,164737658,164833827,+,CATG00000045345,1_FANTOM,CATG00000045345.1,noncoding_lncRNA_intergenic
chr2,2,164770965,164774100,+,CATG00000045346,1_FANTOM,CATG00000045346.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,165070049,165070924,+,ENSG00000226847,2_ensembl,PRPS1P1,noncoding_pseudogene
chr2,2,165178443,165178733,+,ENSG00000229641,2_ensembl,CYP2C56P,noncoding_pseudogene
chr2,2,165280035,165280116,+,ENSG00000264074,2_ensembl,AC110086.1,noncoding_miRNA
chr2,2,165347424,165478949,-,ENSG00000115290,1_FANTOM,GRB14,protein_coding
chr2,2,165430281,165430504,+,CATG00000045351,1_FANTOM,CATG00000045351.1,noncoding_lncRNA_noncoding_antisense
chr2,2,165478108,165484698,+,CATG00000045352,1_FANTOM,CATG00000045352.1,noncoding_lncRNA_divergent
chr2,2,165498655,165700201,-,ENSG00000082438,1_FANTOM,COBLL1,protein_coding
chr2,2,165543797,165544106,-,ENSG00000224331,2_ensembl,AC019181.3,noncoding_pseudogene
chr2,2,165544153,165544287,-,ENSG00000206869,2_ensembl,SNORA70F,noncoding_snoRNA
chr2,2,165550927,165551241,+,CATG00000045354,1_FANTOM,CATG00000045354.1,noncoding_lncRNA_divergent
chr2,2,165697090,165823278,+,ENSG00000233255,1_FANTOM,AC019181.2,noncoding_lncRNA_divergent
chr2,2,165697090,166152390,+,ENSG00000236283,1_FANTOM,AC013463.2,noncoding_lncRNA_divergent
chr2,2,165714942,165715056,+,ENSG00000199508,2_ensembl,RNA5SP110,noncoding_rRNA
chr2,2,165749955,165812035,-,ENSG00000169507,1_FANTOM,SLC38A11,protein_coding
chr2,2,165752187,165752287,-,ENSG00000223318,2_ensembl,RNA5SP111,noncoding_rRNA
chr2,2,165833532,165838306,-,CATG00000050596,1_FANTOM,CATG00000050596.1,noncoding_lncRNA_intergenic
chr2,2,165860504,166251758,+,ENSG00000136531,1_FANTOM,SCN2A,protein_coding
chr2,2,165943915,166060560,-,ENSG00000153253,1_FANTOM,SCN3A,protein_coding
chr2,2,165950436,165963494,+,CATG00000045364,1_FANTOM,CATG00000045364.1,noncoding_lncRNA_divergent
chr2,2,165973478,165974105,+,CATG00000045365,1_FANTOM,CATG00000045365.1,noncoding_sense_overlap_RNA
chr2,2,165997255,165997522,+,CATG00000045368,1_FANTOM,CATG00000045368.1,noncoding_sense_overlap_RNA
chr2,2,166005705,166005983,-,ENSG00000264047,2_ensembl,RN7SL455P,noncoding_misc_RNA
chr2,2,166010520,166012850,+,CATG00000045369,1_FANTOM,CATG00000045369.1,noncoding_sense_overlap_RNA
chr2,2,166097581,166100757,+,CATG00000045374,1_FANTOM,CATG00000045374.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,166141763,166142558,+,ENSG00000233204,2_ensembl,MAPRE1P3,noncoding_pseudogene
chr2,2,166326208,166567351,+,ENSG00000178662,1_FANTOM,CSRNP3,protein_coding
chr2,2,166522250,166523689,+,CATG00000045387,1_FANTOM,CATG00000045387.1,noncoding_sense_overlap_RNA
chr2,2,166603976,166651202,-,ENSG00000115339,1_FANTOM,GALNT3,protein_coding
chr2,2,166651334,166673273,+,ENSG00000235192,1_FANTOM,AC009495.2,noncoding_lncRNA_divergent
chr2,2,166651367,166709846,-,ENSG00000229195,1_FANTOM,AC009495.4,noncoding_lncRNA_intergenic
chr2,2,166670725,166670864,+,ENSG00000221234,2_ensembl,AC009495.1,noncoding_miRNA
chr2,2,166689558,166695608,-,ENSG00000232411,2_ensembl,AC009495.3,noncoding_lncRNA_lincRNA
chr2,2,166713797,166810286,-,ENSG00000123607,1_FANTOM,TTC21B,protein_coding
chr2,2,166789482,166806976,+,ENSG00000224490,1_FANTOM,AC010127.5,noncoding_lncRNA_noncoding_antisense
chr2,2,166813747,167163314,+,ENSG00000236107,1_FANTOM,AC010127.3,noncoding_lncRNA_divergent
chr2,2,166842261,167005671,-,ENSG00000144285,1_FANTOM,SCN1A,protein_coding
chr2,2,166980004,166980107,-,ENSG00000238813,2_ensembl,Y_RNA,noncoding_misc_RNA
chr2,2,167037162,167037476,-,ENSG00000222376,2_ensembl,RN7SKP152,noncoding_misc_RNA
chr2,2,167051642,167232454,-,ENSG00000169432,1_FANTOM,SCN9A,protein_coding
chr2,2,167168137,167168387,+,CATG00000045394,1_FANTOM,CATG00000045394.1,noncoding_lncRNA_divergent
